net-update-time  	IT-update-time 	build-connect-time 	owl-update-time

1 hosts
78	82723	2	140	

9hosts
401	93546	5	1539	
106	93139	4	340	
93	93163	4	330	
95	93154	2	229	
94	93192	3	205	
89	93181	2	182	
94	93113	3	165	
84	93053	1	174	
86	93073	1	168	
93	93097	2	164	
83	93148	3	157	

Mininet
topo-1-4-24
0hosts
267	5	2	877	
60	0	1	128	
58	0	1	86	
53	0	1	98	
47	0	1	63	
48	0	0	59	

1hosts
271	10708	2	912	
68	10325	1	145	
70	10321	2	97	
57	10323	1	92	
98	10320	1	84	
59	10329	1	89	

2hosts
376	20989	2	969	
71	20660	2	147	
71	20658	2	103	
61	20657	1	85	
57	20649	0	79	
62	20648	0	63	

3hosts
273	31340	3	974	
77	30995	2	173	
70	30984	2	123	
65	30993	1	109	
65	31001	1	87	
70	30993	1	70	

4hosts
292	41624	3	1176	
84	41313	2	179	
73	41325	2	112	
62	41290	1	96	
70	41334	1	118	
72	41335	1	87	

5hosts
291	51973	3	1264	
89	51636	3	183	
86	51659	2	131	
74	51743	2	104	
73	51671	1	86	
72	51667	1	98	

6hosts
293	62348	2	1103	
88	62052	3	298	
89	61994	2	140	
77	61996	1	137	
81	62015	1	96	
85	62027	1	90	

Increased virtualbox VM capacieties
0hosts
267	5	2	877	
60	0	1	128	
58	0	1	86	
53	0	1	98	
47	0	1	63	
48	0	0	59	

1hosts
267	10738	2	894	
66	10402	1	135	
60	10396	1	90	
59	10396	0	92	
56	10394	1	69	
55	10412	1	73	

2hosts
273	21101	3	929	
67	20793	2	179	
70	20804	2	108	
64	20788	1	84	
58	20813	1	73	
63	20794	1	56	

3hosts
273	31507	4	969	
81	31196	1	173	
76	31209	2	119	
64	31215	1	109	
266	31199	0	77	
62	31210	1	65	

4hosts
304	41932	4	1097	
82	41590	2	176	
77	41620	2	128	
70	41587	1	96	
69	41593	1	94	
72	41624	1	77	

5hosts
284	52491	4	1065	
86	52020	2	173	
76	52044	2	135	
76	52022	2	103	
72	52016	0	81	
78	52006	1	78	

6hosts
294	62791	3	1088	
91	62460	3	201	
88	62460	2	124	
79	62391	1	115	
81	62451	1	95	
279	62445	1	91	

7hosts
298	73253	3	1149	
95	72858	2	195	
88	72893	2	133	
87	72871	2	112	
81	72904	1	104	
84	72871	1	105	

8hosts
308	83600	7	1204	
95	83299	4	211	
88	83330	2	139	
85	83328	2	121	
86	83333	2	115	
86	83339	2	121	

9hosts
312	94386	7	1233	
102	93751	5	207	
100	93744	3	162	
96	93847	1	145	
92	93727	1	129	
87	93832	2	127	

10hosts
320	94488	9	1686	
105	94212	3	214	
102	94165	2	178	
94	94150	2	137	
99	94179	1	130	
94	94133	1	129	

11hosts
324	94903	6	1342	
120	94623	4	212	
101	94607	2	160	
107	94725	1	165	
95	94684	1	147	
104	94642	1	145	

12hosts
355	95923	7	1307	
117	95048	5	269	
192	95101	2	173	
105	95129	2	161	
103	95075	2	153	
112	95100	1	163	

13hosts
340	95935	11	1357	
116	95553	5	227	
115	95521	2	178	
108	95498	1	169	
113	95472	1	165	
106	95451	2	166	

14hosts
357	96338	5	1336	
121	95965	4	247	
117	95983	2	191	
115	95916	2	175	
121	95963	2	170	
111	95882	2	176	

15hosts
341	96802	5	1351	
128	96408	5	262	
124	96404	3	198	
116	96343	2	188	
151	96301	0	184	
120	96430	1	178	

16hosts
361	97173	5	1414	
135	96957	5	272	
125	96914	3	207	
119	96759	2	192	
119	96787	2	191	
121	96710	2	194	

17hosts
370	97716	9	1569	
131	97311	6	285	
132	97191	3	217	
129	97290	3	211	
128	97256	2	208	
124	97197	4	208	

18hosts
363	98105	10	1526	
161	97671	6	291	
135	97700	3	222	
133	97699	2	228	
130	97759	3	222	
133	97663	2	215	

19hosts
370	98564	6	1653	
146	98192	6	298	
141	98232	3	238	
306	98074	3	231	
132	98085	2	234	
147	98059	2	227	

20hosts
381	99032	9	1606	
146	98567	6	337	
137	98654	1	251	
139	98628	4	246	
142	98620	3	240	
140	98498	2	235	

21hosts
388	99347	9	1592	
146	99014	5	322	
199	98962	4	270	
144	98918	4	257	
145	99078	3	260	
141	99012	3	255	

22hosts
393	99875	13	1578	
161	99466	6	337	
210	99431	1	280	
209	99388	3	270	
147	99382	3	267	
318	99470	3	266	

23hosts
389	100494	12	1807	
171	99968	7	330	
161	99981	4	292	
154	99904	3	284	
155	99984	3	276	
158	99872	3	277	

24hosts
397	100765	12	1722	
162	100421	7	338	
165	100263	3	307	
155	100401	3	301	
154	100175	3	293	
152	100340	3	293	
362	94172	6	1564	
352	93993	6	1275	
354	94247	6	1293	
633	94521	5	1349	
814	94410	8	1342	
1048	12127	3	1726	
334	10803	3	1102	
332	10614	5	1109	
357	21161	6	1140	
337	21000	6	1159	
335	20990	4	1069	
331	21025	6	1042	
353	94943	7	1367	
361	94044	7	1439	
768	94665	6	2277	

mininet/VBox
32hosts
847	94171	15	2271	
509	125607	13	2159	
374	93695	5	1870	
423	93963	8	1430	
